Owner,Count,Owner Dependent Count,Active,Organization,Membership Count
Scrum,3,5,1.0,False,
Cocoanetics,3,9,0.6666666666666666,True,0
madrobby,3,86,0.6666666666666666,False,
interactivethings,2,23,0.5,True,12
blang,2,108,1.0,False,
AlbertoFdzM,2,11,1.0,False,
czeckd,2,6,1.0,False,
seveas,2,10,1.0,False,
dakrone,2,59,0.5,False,
blas-lapack-rs,2,6,1.0,True,1
shaack,2,2,1.0,False,
dalekjs,2,3,0.0,True,4
drutiny,2,2,1.0,True,0
rejas,2,231,1.0,False,
seuros,2,58,1.0,False,
bmatzner,2,2,0.0,False,
dalphyx,2,3,0.5,False,
sfischer13,2,22,0.0,False,
daler,2,13,0.5,False,
AlexDisler,2,3,1.0,False,
dropwizard,2,207,1.0,True,9
renatocason,2,2,1.0,False,
czim,2,2,0.5,False,
dandelion,2,4,0.0,True,2
renovatebot,2,8,1.0,True,0
renozao,2,7,0.5,False,
reklatsmasters,2,2968,1.0,False,
didi,2,12,1.0,True,6
muschellij2,2,2,1.0,False,
node-ffi-napi,2,10,1.0,True,0
mvv,2,27,1.0,False,
resultsystems,2,2,1.0,True,1
glennsl,2,50,1.0,False,
bleenco,2,16,1.0,True,6
lfairy,2,22,1.0,False,
serviejs,2,154,1.0,True,1
node-geojson,2,25,0.5,True,0
bitshares,2,11,1.0,True,10
gopherjs,2,41,1.0,True,8
h13i32maru,2,163,0.0,False,
luben,2,13,1.0,False,
cyrilwanner,2,20,1.0,False,
remvee,2,19,0.5,False,
propelorm,2,14,1.0,True,13
serhiisol,2,3,1.0,False,
dalelotts,2,5,0.5,False,
digisfera,2,11,1.0,True,0
droibit,2,5,1.0,False,
danielkalen,2,9,1.0,False,
luberda-molinet,2,22,1.0,True,1
retep998,2,906,1.0,False,
interagent,2,6,1.0,True,9
seriousManual,2,54,0.5,False,
dabeaz,2,10,1.0,False,
d4rkr00t,2,13,1.0,False,
diachedelic,2,25,0.0,False,
daattali,2,23,0.5,False,
bluesmoon,2,34,1.0,False,
bloomberg,2,8,0.5,True,38
blaze,2,36,1.0,True,9
blackwinter,2,55,0.5,False,
danawoodman,2,152,1.0,False,
nmn,2,28,0.5,False,
bluele,2,3,1.0,False,
glennflanagan,2,22,0.5,False,
blockades,2,3,1.0,True,6
renefloor,2,40,1.0,False,
hackiftekhar,2,89,1.0,False,
danielb2,2,17,1.0,False,
blink1073,2,23,1.0,False,
bjornharrtell,2,21,1.0,False,
hMatoba,2,19,1.0,False,
gwpy,2,4,1.0,True,1
relayphp,2,10,0.5,True,0
Articus,2,5,1.0,False,
gorakhargosh,2,627,0.5,False,
bkonkle,2,289,0.5,False,
h5p,2,4,1.0,True,5
seznam,2,2,0.5,True,8
sghall,2,4,0.5,False,
mutualmobile,2,7,1.0,True,4
d11wtq,2,31,0.5,False,
nmccready,2,1212,0.5,False,
pronamic,2,2,1.0,True,4
remixz,2,17,0.5,False,
d3-node,2,9,1.0,True,2
die-welle,2,2,0.0,True,2
AlecAivazis,2,9,1.0,False,
googollee,2,3,0.5,False,
diesel-rs,2,69,1.0,True,6
drush-ops,2,148,1.0,True,7
diamont1001,2,8,1.0,False,
d2g,2,13,0.5,False,
diamondio,2,707,0.5,True,1
remiprev,2,8,0.5,False,
bluedynamics,2,4,0.0,True,7
quininer,2,23,1.0,False,
lokielse,2,8,1.0,False,
gyscos,2,5,1.0,False,
node-cron,2,95,1.0,True,2
d6u,2,63,1.0,False,
glenjamin,2,33,0.5,False,
damianszczepanik,2,37,1.0,False,
instructure,2,2,1.0,True,20
sgrif,2,29,0.5,False,
mvhenten,2,6,0.5,False,
dan2dev,2,2,1.0,False,
damianh,2,16,0.5,False,
blueberryapps,2,63,0.0,True,10
quicktype,2,8,1.0,True,1
instea,2,9,1.0,True,1
dani-gavrilov,2,3,0.0,False,
glejeune,2,79,1.0,False,
seven-phases-max,2,5,0.5,False,
sgruhier,2,6,0.5,False,
danielcrenna,2,7,0.0,False,
gyandeeps,2,184,0.5,False,
qunitjs,2,1106,0.5,True,8
gvalkov,2,7,1.0,False,
inotify-rs,2,33,1.0,True,1
renatorib,2,97,1.0,False,
relekang,2,2,1.0,False,
h5bp,2,73,1.0,True,43
quirkey,2,31,0.5,False,
digidem,2,25,0.5,True,5
ArtSabintsev,2,4,1.0,False,
glennjones,2,39,0.5,False,
blakewatters,2,3,0.0,False,
danielchatfield,2,2,0.0,False,
bluejamesbond,2,3,0.5,False,
intelie,2,15,0.5,True,8
okoala,2,5,1.0,False,
blai,2,8,0.0,False,
lorien,2,3,0.5,False,
inpsyde,2,5,1.0,True,10
drupal-composer,2,143,0.5,True,3
dai-shi,2,3,1.0,False,
ActiveState,2,463,0.5,True,5
di,2,9,1.0,False,
certbot,2,12,1.0,True,11
bitprophet,2,526,1.0,False,
nrwl,2,46,1.0,True,7
shutterstock,2,8,0.5,True,6
ratherblue,2,7,0.0,False,
ratiw,2,15,1.0,False,
notriddle,2,14,1.0,False,
ddsol,2,14,1.0,False,
ddopson,2,49,0.5,False,
ddollar,2,129,0.5,False,
probil,2,8,1.0,False,
shyiko,2,13,1.0,False,
ddeboer,2,4,0.0,False,
devsnek,2,487,1.0,False,
shrynx,2,12,1.0,False,
benjreinhart,2,4,0.5,False,
dcramer,2,4,0.0,False,
ravibpatel,2,5,1.0,False,
dcodeteam,2,2,1.0,True,0
shvets,2,3,0.0,False,
deanbot,2,3,1.0,False,
dciccale,2,23,0.5,False,
99xt,2,24,1.0,True,16
devmynd,2,6,0.5,False,
devnied,2,2,0.0,False,
duojs,2,8,0.0,True,4
sickill,2,1037,0.0,False,
declandewet,2,8412,1.0,False,
AfterShip,2,7,1.0,True,4
decioferreira,2,8,0.0,False,
sibiraj-s,2,3,1.0,False,
benhurott,2,12,1.0,False,
decaffeinate,2,4,1.0,True,1
rase-,2,361,0.0,False,
debois,2,7,0.5,False,
mseemann,2,11,1.0,False,
itinance,2,58,1.0,False,
shystruk,2,3,1.0,False,
rat-nest,2,50,0.0,True,1
dcjones,2,3,0.0,False,
dchester,2,158,0.5,False,
Athlon1600,2,2,1.0,False,
dbalatero,2,3,0.5,False,
dbkaplun,2,44,0.5,False,
shopjs,2,2,1.0,True,1
rayrutjes,2,40,1.0,False,
dudleycarr,2,5,1.0,False,
israelss,2,3,0.5,False,
grempe,2,7,0.5,False,
rbarrois,2,34,0.0,False,
producthunt,2,147,0.5,True,8
gpg-rs,2,3,1.0,True,0
dazuma,2,3,0.0,False,
berkerpeksag,2,174,0.5,False,
noshu,2,2,0.0,False,
nose-devs,2,960,1.0,True,5
rbtech,2,4,1.0,True,0
shlomiassaf,2,14,1.0,False,
dawsbot,2,5593,0.5,False,
bentruyman,2,2,0.0,False,
devtrends,2,15,0.0,False,
Agontuk,2,19,1.0,False,
duke-libraries,2,3,0.5,True,4
msiebuhr,2,8,0.5,False,
notatestuser,2,401,1.0,False,
dumbmatter,2,21,1.0,False,
shpakovski,2,4,0.5,False,
shoyer,2,4,0.5,False,
rafaelrinaldi,2,7,0.0,False,
bennofs,2,7,0.5,False,
processing,2,48,1.0,True,46
gregsdennis,2,4,1.0,False,
dbushell,2,6,1.0,False,
devtools-html,2,4,1.0,,
shoutem,2,14,1.0,True,8
dbtek,2,5,0.5,False,
dbrockman,2,1062,0.0,False,
processone,2,4,1.0,True,9
istvan-ujjmeszaros,2,27,1.0,False,
raphaelstolt,2,6,0.0,False,
iuap-design,2,2,1.0,True,6
dsc,2,33,0.0,False,
derbyjs,2,22,0.5,True,8
graphp,2,10,0.5,True,1
beanvalidation,2,356,1.0,True,3
bear,2,32,1.0,False,
rakuten-ws,2,4,0.5,True,3
bearjaws,2,23,1.0,False,
bearsunday,2,2,1.0,True,3
graphql-cli,2,78,1.0,True,0
beatrichartz,2,14,0.5,False,
derekdreery,2,9,1.0,False,
beauby,2,5,0.0,False,
beaugunderson,2,194,0.5,False,
silinternational,2,2,0.5,True,1
beberlei,2,132,1.0,False,
lolPants,2,2,1.0,False,
ralouphie,2,370,1.0,False,
depject,2,8,0.5,True,1
dvonlehman,2,74,1.0,False,
rake-compiler,2,94,1.0,True,2
AdamsLair,2,2,0.5,True,5
desmondmorris,2,376,1.0,False,
bcosca,2,7,1.0,False,
simlu,2,2,1.0,False,
dw,2,27,1.0,False,
railt,2,3,1.0,True,3
bd808,2,8,1.0,False,
githulks,2,11,0.5,True,0
rails-sqlserver,2,16,1.0,True,2
mrkmg,2,26901,1.0,False,
beakerbrowser,2,6,1.0,True,3
desktop,2,27,1.0,True,14
np-maintain,2,26,0.5,True,1
derrickpelletier,2,8,0.5,False,
dermesser,2,14,0.5,False,
dvsekhvalnov,2,15,1.0,False,
silverbucket,2,4,1.0,False,
Adldap2,2,10,1.0,True,3
olekukonko,2,47,0.5,False,
ralphbean,2,11,0.5,False,
Atinux,2,19,0.5,False,
ivanakimov,2,78,1.0,False,
devinus,2,520,1.0,False,
deivid-rodriguez,2,3889,1.0,False,
oleics,2,46,0.0,False,
oleiade,2,3,0.5,False,
AfricasTalkingLtd,2,3,1.0,True,4
greena13,2,43,1.0,False,
rap2hpoutre,2,32,1.0,False,
deestan,2,2,0.0,False,
mrodrig,2,18,1.0,False,
99designs,2,4,0.5,True,11
siefca,2,4,0.0,False,
dusktreader,2,3,1.0,False,
nrepl,2,3,1.0,True,2
msabramo,2,15,0.0,False,
deepmind,2,5,1.0,True,1
devmark,2,5,1.0,False,
dektrium,2,10,1.0,True,2
randymized,2,13,0.0,False,
ralt,2,41,0.0,False,
sikuli,2,4,0.0,True,9
bee-queue,2,16,1.0,True,2
sileht,2,6,1.0,False,
dvajs,2,225,1.0,True,9
graphql-dotnet,2,9,0.5,True,6
graphql-go,2,8,1.0,True,2
developmentseed,2,2,0.5,True,17
beetbox,2,12,0.5,True,13
demurgos,2,3,1.0,False,
graingert,2,26,0.0,False,
ranaroussi,2,3,1.0,False,
rancher,2,8,0.0,True,31
graphql-rust,2,7,1.0,True,4
randomir,2,2,1.0,False,
gitterHQ,2,25,0.5,True,3
signicode,2,6,1.0,True,1
nowsecure,2,14,0.5,True,5
dubzzz,2,255,1.0,False,
bermi,2,487,0.5,False,
gpbl,2,116,1.0,False,
billybonks,2,5,1.0,False,
reasonml,2,74,1.0,True,1
dgomes,2,8,1.0,False,
ioof-holdings,2,2,1.0,True,3
rebassjs,2,61,1.0,True,1
prolificinteractive,2,7,0.5,True,7
dgraham,2,15,0.5,False,
recca0120,2,3,1.0,False,
lexich,2,2,0.5,False,
dghubble,2,12,1.0,False,
share,2,7,1.0,True,3
binaryage,2,5,1.0,True,2
binarykitchen,2,4,0.5,False,
red-data-tools,2,5,1.0,True,8
bingo-oss,2,3,1.0,True,0
darknoon,2,8,0.5,False,
dariusk,2,13,0.0,False,
nthtran,2,43,0.0,,
ios-control,2,31,1.0,True,0
dshaw,2,48,0.0,False,
mulesoft,2,18,1.0,True,17
muicss,2,34,1.0,True,1
readmeio,2,7,1.0,True,4
datalanche,2,18,0.0,True,0
olahol,2,31,0.5,False,
reagent-project,2,39,1.0,True,6
real-logic,2,9,1.0,True,0
mukeshsoni,2,7,1.0,False,
biggora,2,25,1.0,False,
dasrick,2,13,0.0,False,
databricks,2,4,1.0,True,12
shawnbot,2,13,0.0,False,
shauns,2,6,1.0,False,
bignerdranch,2,6,0.5,True,20
data-uri,2,142,1.0,True,2
noeldelgado,2,12,0.5,False,
AkashaProject,2,2,1.0,True,4
binsoul,2,12,0.0,False,
ioam,2,11,1.0,True,4
ismay,2,29,0.5,False,
node-muneem,2,2,1.0,True,1
gunthercox,2,5,1.0,False,
Asana,2,10,1.0,True,11
bithavoc,2,60,1.0,False,
bitinn,2,15405,0.5,False,
danmactough,2,48,0.5,False,
danlevan,2,26,0.0,False,
dankogai,2,19470,1.0,False,
reflux,2,26,0.5,True,1
bitcraft,2,2,1.0,False,
guru-digital,2,2,0.0,True,1
regebro,2,191,1.0,False,
gusgard,2,4,1.0,False,
regl-project,2,65,0.5,True,3
node-js-libs,2,1676,0.0,True,0
danielperna84,2,9,1.0,False,
danielpalme,2,26,1.0,False,
bitemyapp,2,3,1.0,False,
goshippo,2,3,0.5,True,4
redis-store,2,65,0.5,True,4
shanewholloway,2,2,0.5,False,
guileen,2,27,0.5,False,
dharmafly,2,6,0.0,True,10
A11yance,2,11170,1.0,True,3
gosquared,2,4,0.5,True,3
danvk,2,136,1.0,False,
biosustain,2,5,1.0,True,6
node-xmpp,2,24,0.0,,
invl,2,5,0.5,False,
bitcoincashjs,2,22,1.0,True,0
dhershman1,2,10,1.0,False,
shamatar,2,11,1.0,False,
gund,2,6,0.5,False,
node-serialport,2,151,1.0,True,0
invertase,2,65,0.5,True,2
lexrus,2,5,1.0,False,
shakiba,2,9,1.0,False,
rack,2,4400,1.0,True,13
dfm,2,8,0.5,False,
lingochamp,2,18,1.0,True,4
davidjamesstone,2,2,0.5,False,
AsyncHttpClient,2,18,0.5,True,0
lucas-clemente,2,3,0.5,False,
bewest,2,7,0.0,False,
gowravshekar,2,45,0.0,False,
shime,2,12,1.0,False,
isaacplmann,2,13,1.0,False,
mu29,2,11,1.0,False,
shibukawa,2,511,1.0,False,
davidmerfield,2,71,0.5,False,
ironSource,2,5,0.5,True,3
noraesae,2,23,0.0,True,0
davidhalter,2,599,1.0,False,
davidguttman,2,12,0.0,False,
gkushang,2,112,0.5,False,
bgrins,2,1904,1.0,False,
react-community,2,279,1.0,True,9
shimohq,2,4,0.5,True,11
mtscout6,2,11,0.0,False,
loopj,2,53,0.5,False,
davidwaterston,2,4,0.0,False,
davisp,2,21,1.0,False,
mtdowling,2,796,0.0,False,
shirou,2,26,0.5,False,
bernii,2,13,0.5,False,
berstend,2,2,1.0,False,
rcaferati,2,7,1.0,False,
rcdexta,2,10,1.0,False,
normalize,2,2785,0.5,True,3
dthree,2,141,0.5,False,
rchouinard,2,5,0.0,False,
norkunas,2,4,1.0,False,
gko,2,106,0.0,False,
nsjames,2,3,1.0,False,
grimen,2,40,0.0,False,
davidmoten,2,4,1.0,False,
AtheMathmo,2,4,0.5,False,
iriscouch,2,214,0.0,True,3
dfcreative,2,17,0.0,,
bhb,2,5,0.5,False,
biesbjerg,2,24,1.0,False,
sheikalthaf,2,4,1.0,False,
rackspace,2,11,0.5,True,1
react-theming,2,4,0.5,True,1
react-toolbox,2,44,1.0,True,1
cyclejs-community,2,5,1.0,True,23
davecgh,2,576,0.5,False,
davebshow,2,2,1.0,False,
nojvek,2,3,0.5,False,
irazasyed,2,11,0.5,False,
reactive-streams,2,16,0.5,True,2
Airtable,2,23,1.0,True,34
datocms,2,26,1.0,True,2
gsdios,2,32,1.0,False,
noirbizarre,2,67,1.0,False,
date-fns,2,6196,1.0,True,33
sheadawson,2,7,1.0,False,
AssistoLab,2,6,1.0,True,0
A,2,7,0.0,False,
daveray,2,5,0.5,False,
projectfluent,2,30,1.0,True,1
react-doc,2,2,1.0,True,1
groue,2,6,0.5,False,
davidbonnet,2,22,1.0,False,
mucsi96,2,3,1.0,False,
iqlusioninc,2,3,1.0,True,3
radex,2,8,1.0,False,
davidaurelio,2,18,0.0,False,
bhoriuchi,2,7,1.0,False,
govau,2,4,1.0,True,4
nomeata,2,4,1.0,False,
shepherdwind,2,274,1.0,False,
gruns,2,29,1.0,False,
shentao,2,84,1.0,False,
davetron5000,2,49,1.0,False,
dstokes,2,11,0.5,False,
mweibel,2,127,1.0,False,
craigspaeth,2,74,0.0,False,
cyclejs,2,18,0.5,True,5
rundis,2,2,0.5,False,
AnatoliyGatt,2,4,0.0,False,
pymc-devs,2,20,1.0,True,14
ruby-debug,2,19,0.5,True,5
cahamilton,2,5,1.0,False,
ibm-bluemix-mobile-services,2,3,1.0,True,4
caiguanhao,2,3,0.5,False,
nzakas,2,199,0.0,False,
caiogondim,2,529,1.0,False,
cake-contrib,2,2,1.0,True,22
savoirfairelinux,2,21,1.0,True,8
libgdx,2,6,0.5,True,20
netvl,2,123,0.5,False,
netty,2,252,1.0,True,22
savjs,2,2,1.0,True,2
dotansimha,2,44,1.0,False,
calebboyd,2,7,1.0,False,
calebmer,2,7,0.0,False,
honeycombio,2,12,1.0,True,4
circleci,2,9,0.5,True,27
logzio,2,6,1.0,True,6
rubocop-hq,2,1648,1.0,True,10
dotcypress,2,8,0.0,False,
rubenspgcavalcante,2,13,1.0,False,
nategood,2,46,1.0,False,
natemcmaster,2,31,1.0,False,
iceddev,2,1694,0.0,True,5
clappr,2,6,0.5,True,13
gmr,2,4,1.0,False,
rubencaro,2,2,0.5,False,
hokaccha,2,181,0.5,False,
netzpirat,2,67,0.0,False,
rubiety,2,6,0.5,False,
caffeinated,2,6,1.0,True,1
sbstp,2,8,1.0,False,
sbstjn,2,5,1.0,False,
AnalyticalGraphicsInc,2,19,1.0,True,8
rubinius,2,2,0.0,True,95
holgern,2,2,1.0,False,
gmtprime,2,2,1.0,True,1
nathan,2,8,0.5,False,
ck86,2,119,0.0,False,
satya164,2,8,1.0,False,
hongymagic,2,2,0.5,False,
netgen-layouts,2,2,1.0,True,1
camwiegert,2,6,0.5,False,
dot-event,2,3,1.0,True,0
camertron,2,98,0.5,False,
cht8687,2,3,1.0,False,
campaignmonitor,2,3,1.0,True,1
nervgh,2,40,0.5,False,
chrmod,2,213,1.0,False,
dnouri,2,4,0.5,False,
camsong,2,90,0.0,False,
Anorov,2,157,1.0,False,
chtefi,2,4,0.0,,
pydot,2,77,1.0,True,1
octalmage,2,26,1.0,False,
runarberg,2,4,0.5,False,
christopherdro,2,3,1.0,False,
hotoo,2,19,1.0,False,
pure-css,2,34,0.5,True,0
nathanhoad,2,10,0.5,False,
sasaplus1,2,309,0.5,False,
cameronhunter,2,30,0.5,False,
nestjs,2,133,1.0,True,6
rubyist,2,36,0.5,False,
lowandrew,2,2,1.0,False,
rubylibs,2,2,0.0,,
netgen,2,4,1.0,True,12
ibc,2,524,1.0,False,
AndiDittrich,2,91,0.5,False,
ciaranmcnulty,2,2,0.0,False,
ciaranj,2,555,0.5,False,
chymz,2,26,0.5,False,
dnadesign,2,21,1.0,True,1
satazor,2,415,0.5,False,
sass-basis,2,2,0.5,True,2
rubysolo,2,8,0.5,False,
calmh,2,2,0.5,False,
chuckremes,2,4,0.5,False,
pyeve,2,48,0.5,True,4
ruckus,2,20,0.0,False,
ianwhite,2,1343,0.5,False,
camelaissani,2,7,0.0,False,
sass-eyeglass,2,14,0.5,True,0
hoegaarden,2,1503,0.0,False,
scaccogatto,2,3,1.0,False,
neumino,2,33,1.0,False,
busyorg,2,4,1.0,True,2
iefserge,2,2,0.0,False,
cloudtools,2,19,1.0,True,5
busbud,2,3,0.0,True,7
nficano,2,10,1.0,False,
nfephp-org,2,7,1.0,True,6
bustardcelly,2,5,0.5,False,
nfarina,2,1576,1.0,False,
himiklab,2,8,1.0,False,
gocli,2,2,1.0,True,0
schmich,2,10,0.5,False,
buttercup,2,2,1.0,True,4
cloudant,2,14,1.0,True,14
AFNetworking,2,456,0.5,True,4
nappjs,2,2,1.0,True,0
naptha,2,16,1.0,True,3
AntonioVdlC,2,68,0.5,False,
hinesboy,2,30,1.0,False,
rqt,2,6,1.0,True,0
buruzaemon,2,4,0.5,False,
gocraft,2,4,1.0,True,3
narirou,2,8,0.0,False,
ifandelse,2,16,0.5,False,
djyde,2,2,0.5,False,
pulkitjalan,2,4,0.5,False,
rossengeorgiev,2,3,1.0,False,
dougmoscrop,2,37,1.0,False,
goetas,2,2,0.0,False,
bulyshko,2,11,0.0,False,
rosszurowski,2,4,0.0,False,
AFASSoftware,2,7,1.0,True,6
rotorz,2,4,0.0,True,0
douglasduteil,2,482,0.5,False,
ng-seed,2,14,1.0,True,1
ng-alain,2,15,1.0,True,1
rowanmanning,2,12,0.5,False,
lovasoa,2,13,0.5,False,
cmanzana,2,22,0.0,False,
cmake-js,2,32,1.0,True,1
roylines,2,36,0.5,False,
schmunk42,2,11,0.5,False,
idiotWu,2,35,1.0,False,
rquadling,2,34,0.0,False,
clarkbw,2,96,0.5,False,
pyrsmk,2,7,0.5,False,
icodesign,2,3,0.5,False,
clearbit,2,2,0.5,True,11
icodeforlove,2,22,0.5,False,
lifegadget,2,5,1.0,True,0
iclanzan,2,242,0.0,False,
scalessec,2,36,1.0,False,
cldf,2,2,1.0,True,3
Anaconda-Platform,2,32,0.0,True,3
Anahkiasen,2,30,0.0,False,
hmcts,2,2,1.0,True,11
clay,2,2,1.0,True,1
dmester,2,15,1.0,False,
rtbo,2,17,0.5,False,
claudiajs,2,11,1.0,True,3
rtfpessoa,2,16,1.0,False,
neutrinojs,2,1668,1.0,True,3
c4milo,2,3,0.0,False,
zenozeng,2,21,0.5,False,
clearwater-rb,2,2,1.0,True,2
rsocket,2,5,1.0,True,9
scf4,2,3,0.5,False,
idanarye,2,8,0.5,False,
ide,2,41,1.0,False,
lifthrasiir,2,89,0.5,False,
dougal,2,11,0.5,False,
Ambroos,2,3,0.0,False,
clld,2,4,1.0,True,3
gobwas,2,48,0.0,False,
gobuffalo,2,14,1.0,True,10
dlmanning,2,3095,0.5,False,
bwmarrin,2,10,1.0,False,
goaop,2,37,1.0,True,3
python-babel,2,54,0.5,True,6
gobblejs,2,4,0.0,True,2
python,2,417,1.0,True,94
byorgey,2,51,1.0,False,
gobanos,2,6,1.0,False,
iconic,2,26,1.0,True,0
hjnilsson,2,6,1.0,False,
dmarchena,2,1484,0.0,False,
doabit,2,22,0.5,False,
cantino,2,4,0.0,False,
retyui,2,15,1.0,False,
canton7,2,6,0.5,False,
zemirco,2,121,0.5,False,
samsonjs,2,460,0.0,False,
charliekassel,2,50,1.0,False,
hyperswarm,2,5,1.0,True,1
AndyOGo,2,19,0.5,False,
observablehq,2,2,1.0,True,5
ccheever,2,229,0.0,False,
charlieduong94,2,25,0.0,False,
samrap,2,2,0.5,False,
pwaller,2,33,1.0,False,
AaronO,2,4,0.0,False,
sampotts,2,22,0.5,False,
lpil,2,68,1.0,False,
pvtl,2,2,1.0,True,1
charleshansen,2,4,0.0,False,
hugomrdias,2,66,0.5,False,
charettes,2,10,1.0,False,
dominikwilkowski,2,98,1.0,False,
hui-z,2,2,1.0,True,8
domnikl,2,3,0.5,False,
nchutchind,2,3,1.0,False,
observing,2,2007,0.5,True,2
cheeriojs,2,22208,0.5,True,3
ryanmcgrath,2,345,0.5,False,
ryanseddon,2,218,1.0,False,
chemzqm,2,11,0.0,False,
nbudin,2,5,0.5,False,
lpinca,2,213,1.0,False,
chefspec,2,15,1.0,True,0
samuelneff,2,6,0.5,False,
don,2,10,1.0,False,
cavaliercoder,2,4,0.5,False,
docusign,2,4,1.0,True,5
ryanuber,2,27,0.0,False,
hubot-scripts,2,15,0.0,True,31
rybakit,2,6,1.0,False,
ryotarai,2,3,0.0,False,
documentcloud,2,903,0.5,True,17
rytilahti,2,9,1.0,False,
cbeust,2,524,1.0,False,
AT-UI,2,8,1.0,True,2
changchang,2,764,0.0,False,
negomi,2,80,1.0,False,
hyperapp,2,5,1.0,True,0
cferdinandi,2,33,1.0,False,
chadhietala,2,352,1.0,False,
AndyBarron,2,16,0.5,False,
neftaly,2,421,0.0,False,
cgrand,2,3,0.5,False,
cgoldberg,2,16,1.0,False,
zelenin,2,2,0.0,False,
pvginkel,2,3,1.0,False,
neciu,2,7,0.5,False,
sairion,2,76,1.0,False,
puzzle-org,2,2,0.5,True,1
domapic,2,2,1.0,True,0
salemdar,2,109,0.5,False,
go-gl,2,3,1.0,True,8
cepharum,2,2,1.0,True,0
nebstrebor,2,3,0.0,,
cerebral,2,14,1.0,True,8
go-gitea,2,5,1.0,True,20
cerebris,2,7,0.5,True,3
cefsharp,2,15,1.0,True,5
sam-github,2,1320,0.0,False,
samgiles,2,10,0.0,False,
huiyan-fe,2,5,1.0,True,3
cdi-spec,2,134,0.5,True,7
samg,2,55,1.0,False,
zk-ruby,2,2,1.0,True,2
huiwang,2,2,1.0,False,
championswimmer,2,28,1.0,False,
samcday,2,2113,0.5,False,
samccone,2,24,0.5,False,
chameleon-system,2,2,1.0,True,0
dolce,2,23,1.0,False,
saghm,2,7,1.0,False,
cebor,2,12,0.5,False,
humanmade,2,3,1.0,True,30
hydrojs,2,2,0.0,True,1
dominicbarnes,2,22,0.0,False,
libxmljs,2,43,1.0,True,1
sagalbot,2,56,1.0,False,
negezor,2,3,1.0,False,
chadly,2,8,1.0,False,
ryanmaxwell,2,2,0.0,False,
nbubna,2,83,1.0,False,
castleproject,2,358,1.0,True,2
santigimeno,2,3,0.0,False,
rust-bio,2,6,1.0,True,7
saojs,2,29,1.0,True,2
rust-clique,2,15,1.0,,
chrisdone,2,7,1.0,False,
rust-fuzz,2,12,1.0,True,6
chrisdev,2,6,1.0,False,
lprhodes,2,4,1.0,False,
cardmagic,2,29,1.0,False,
caridy,2,4,0.0,False,
russianidiot,2,3,0.0,,
chrisboulton,2,6,0.5,False,
chrisbateman,2,179,1.0,False,
iammerrick,2,12,0.0,False,
Aaronepower,2,331,1.0,,
neomerx,2,15,1.0,False,
AngularClass,2,22,0.0,True,33
chris-morgan,2,12,0.0,False,
carlos8f,2,6,0.0,False,
captivationsoftware,2,66,1.0,True,1
nathansizemore,2,2,0.5,False,
natritmeyer,2,9,0.5,False,
chriso,2,3209,0.5,False,
ziscloud,2,5,0.0,False,
runk,2,27312,1.0,False,
ocpsoft,2,15,1.0,True,3
running-coder,2,4,0.5,False,
nathanl,2,7,0.0,False,
nathanmac,2,3,0.5,False,
dobjs,2,5,1.0,True,1
rushisangani,2,2,1.0,False,
howeyc,2,150,0.5,False,
hprose,2,5,1.0,True,7
oauth-xx,2,360,1.0,True,4
capnproto,2,16,1.0,True,3
nathanmarks,2,7,0.0,False,
hparra,2,5523,1.0,False,
neoziro,2,11,0.5,False,
neovim,2,28,1.0,True,21
neotys-rd,2,3,0.5,False,
russellmcc,2,7,0.0,False,
hsiafan,2,3,1.0,False,
rust-syndication,2,5,1.0,True,4
nemtech,2,3,1.0,True,9
docsifyjs,2,52,1.0,True,5
obipawan,2,8,1.0,False,
purplecabbage,2,31,0.0,False,
chialab,2,2,1.0,True,2
chetan,2,141,0.0,False,
httprb,2,260,1.0,True,4
ocombe,2,17,0.5,False,
casbin,2,4,1.0,True,8
cascornelissen,2,11,1.0,False,
pwmckenna,2,100,0.5,False,
purifycss,2,77,0.5,True,3
huacnlee,2,19,1.0,False,
huafu,2,1263,1.0,False,
caseyamcl,2,2,1.0,False,
sanand0,2,20,0.5,False,
san650,2,13,0.5,False,
huandu,2,45,0.0,False,
caskdata,2,2,0.5,False,
iCrawl,2,16,1.0,False,
htmlburger,2,9,1.0,True,2
chieffancypants,2,33,0.0,False,
libvips,2,18,1.0,True,4
naudio,2,32,0.5,True,0
hsivonen,2,148,1.0,False,
rusticata,2,2,1.0,True,2
rustless,2,3,1.0,True,1
dooboolab,2,5,1.0,True,25
docker-php,2,5,1.0,True,1
carmen-ruby,2,26,0.5,True,0
chmorgan,2,6,1.0,False,
chmontgomery,2,211,0.0,False,
hsolbrig,2,2,1.0,False,
htmlacademy,2,26,0.5,True,8
lozinsky,2,24,0.5,False,
chjackson,2,6,1.0,False,
carrierwaveuploader,2,791,1.0,True,11
rveciana,2,39,1.0,False,
chinedufn,2,41,0.5,False,
hthiery,2,8,1.0,False,
carrotsearch,2,22,0.5,True,2
naugtur,2,1462,0.5,False,
ngokevin,2,6,0.5,False,
hgourvest,2,2,0.5,False,
ngs-doo,2,2,1.0,True,2
cobwebch,2,2,1.0,True,1
seequent,2,6,1.0,True,6
creeperyang,2,3,0.5,False,
seejohnrun,2,19,1.0,False,
creditkarma,2,5,1.0,True,1
lgraubner,2,5,0.5,False,
ritz078,2,696,1.0,False,
bpocallaghan,2,2,0.5,False,
